country,n_seasons,variant,model_type,elapsed_s,mae,per_horizon_mae,weighted_horizon_score,peak_timing_error,peak_magnitude_error,sir_residual,positivity_violation,trainable_params
MEX,3.0,lora_adjoint_matched,diffusion,2.2,13.064735412597656,"[11.419262886047363, 13.611549377441406, 12.223299980163574, 12.197883605957031, 12.27262020111084, 12.775655746459961, 13.026824951171875, 13.057333946228027, 15.001349449157715, 15.061583518981934]",12.788794612884523,3.5616438388824463,21.01841163635254,4.964800274183002,0.015564503148198128,920.0
MEX,3.0,from_scratch,diffusion,0.6,187.68360900878906,"[10.583691596984863, 22.729469299316406, 38.30479431152344, 44.45438766479492, 103.09815216064453, 230.7971954345703, 317.9209289550781, 349.3167419433594, 386.78887939453125, 372.8418273925781]",141.50639849238925,3.753424644470215,591.7133178710938,96.59211396510696,2.1705543994903564,15169.0
MEX,3.0,from_scratch_lstm,lstm,0.8,12.39417839050293,"[3.2711148262023926, 4.715606212615967, 6.117063522338867, 7.76801061630249, 9.727667808532715, 12.133049964904785, 14.91353702545166, 18.101520538330078, 21.675752639770508, 25.518463134765625]",10.156893038749695,4.876712322235107,23.533138275146484,6.105971512337255,0.0,100929.0
MEX,3.0,from_scratch_gru,gru,0.8,9.917351722717285,"[3.080626964569092, 4.0714311599731445, 5.41635274887085, 6.934322834014893, 8.58777904510498, 10.38197135925293, 12.236161231994629, 14.152925491333008, 16.14710235595703, 18.164840698242188]",8.35251698229048,4.876712322235107,16.237764358520508,4.758948938422007,0.0,75713.0
MEX,3.0,from_scratch_tcn,tcn,0.6,7.808436393737793,"[1.2486623525619507, 3.3679704666137695, 3.7309980392456055, 5.281726360321045, 7.407323360443115, 7.776026248931885, 13.667755126953125, 10.429413795471191, 13.499944686889648, 11.674542427062988]",6.565238463216358,3.65753436088562,11.836348533630371,4.419282126430327,0.0,15818.0
MEX,3.0,from_scratch_transformer,transformer,0.6,9.954545974731445,"[1.0500699281692505, 1.3568339347839355, 4.854304790496826, 3.422501564025879, 10.03600788116455, 10.59444522857666, 17.468048095703125, 17.96476936340332, 17.226675033569336, 15.571810722351074]",8.009924683968226,3.863013744354248,16.211347579956055,5.487593904613904,0.0,70282.0
MEX,5.0,frozen,diffusion,0.0,201.1750030517578,"[39.168739318847656, 76.37834167480469, 118.3959732055664, 158.351318359375, 197.25245666503906, 231.61953735351562, 265.84844970703125, 297.0403747558594, 315.4681091308594, 312.2265930175781]",171.27926966349284,4.0547943115234375,386.6865234375,50.344039657596085,0.0939616784453392,0.0
MEX,5.0,naive_full_finetune,diffusion,1.0,397.80908203125,"[36.05667495727539, 227.21157836914062, 389.0129089355469, 521.8306884765625, 599.5126342773438, 608.0457763671875, 514.5111083984375, 380.5889892578125, 365.80224609375, 335.51806640625]",377.75494492848713,3.684931516647339,1206.3048095703125,224.92605315313105,0.125327929854393,15169.0
MEX,5.0,lora_no_physics,diffusion,0.7,86.1586685180664,"[46.94759750366211, 89.18197631835938, 124.689453125, 136.90673828125, 130.62472534179688, 109.07766723632812, 83.97966003417969, 59.3577880859375, 43.55818557739258, 37.262935638427734]",91.233756658766,3.684931516647339,160.65159606933594,27.36706232889518,0.07487297803163528,920.0
MEX,5.0,lora_adjoint_matched,diffusion,3.9,33.693477630615234,"[10.298489570617676, 14.115005493164062, 17.914899826049805, 21.6156063079834, 24.31150245666504, 30.28368377685547, 37.346187591552734, 48.97279739379883, 60.644630432128906, 71.43195343017578]",27.669242503907945,3.7123286724090576,83.09909057617188,12.417730295359975,0.031482040882110596,920.0
MEX,5.0,from_scratch,diffusion,1.0,1987.7197265625,"[268.4697570800781, 760.8375854492188, 1353.013427734375, 1801.0689697265625, 2038.955078125, 2300.700439453125, 2706.386474609375, 3081.85400390625, 3041.3720703125, 2524.5390625]",1721.6626541137696,3.931506872177124,4011.9306640625,599.7314908991449,0.07487450540065765,15169.0
MEX,5.0,from_scratch_lstm,lstm,1.5,5.319808006286621,"[1.6641353368759155, 2.293424367904663, 3.0019447803497314, 3.7614858150482178, 4.552811622619629, 5.4554595947265625, 6.465920448303223, 7.504430294036865, 8.645119667053223, 9.853344917297363]",4.488179169098537,5.205479621887207,8.435174942016602,2.854459794964783,0.0,100929.0
MEX,5.0,from_scratch_gru,gru,1.4,7.675949573516846,"[2.379443645477295, 3.2531321048736572, 4.292240142822266, 5.387703895568848, 6.582758903503418, 7.843677997589111, 9.25716495513916, 10.811506271362305, 12.538887977600098, 14.412981033325195]",6.460573245419397,4.876712322235107,12.582011222839355,4.029263493949419,0.0,75713.0
MEX,5.0,from_scratch_tcn,tcn,1.0,6.609595775604248,"[1.3985817432403564, 2.5727903842926025, 3.6808788776397705, 5.235578536987305, 6.506279468536377, 8.279036521911621, 9.021696090698242, 9.341912269592285, 10.13555908203125, 9.923639297485352]",5.65903314087126,4.150684833526611,8.532341957092285,3.473351891218618,0.0,15818.0
